,artist,song,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
4088,Inder Arya,Bol Heera,37,0.441,0.814,7,-3.407,1,0.0545,0.49,0,0.421,0.963,43.526,audio_features,4N5UxPMzn5DsoaUNpXLSJ2,spotify:track:4N5UxPMzn5DsoaUNpXLSJ2,https://api.spotify.com/v1/tracks/4N5UxPMzn5DsoaUNpXLSJ2,https://api.spotify.com/v1/audio-analysis/4N5UxPMzn5DsoaUNpXLSJ2,306181,4
4089,Christos G. Papadopoulos,Magiras,31,0.832,0.479,2,-9.968,0,0.0307,0.68,3.74e-06,0.707,0.76,100.003,audio_features,0xp5xo80m5xcw81JvrnRh0,spotify:track:0xp5xo80m5xcw81JvrnRh0,https://api.spotify.com/v1/tracks/0xp5xo80m5xcw81JvrnRh0,https://api.spotify.com/v1/audio-analysis/0xp5xo80m5xcw81JvrnRh0,174846,4
4090,The Dream Syndicate,Tell Me When It's Over,28,0.379,0.926,7,-6.776,1,0.0359,0.0198,0.622,0.232,0.591,117.522,audio_features,30GSGAPRcYb7rFbfjw5Vei,spotify:track:30GSGAPRcYb7rFbfjw5Vei,https://api.spotify.com/v1/tracks/30GSGAPRcYb7rFbfjw5Vei,https://api.spotify.com/v1/audio-analysis/30GSGAPRcYb7rFbfjw5Vei,213040,4
4091,Farasat Anees,BIBA,52,0.758,0.573,6,-6.221,0,0.0428,0.0888,0.000677,0.0834,0.284,110.983,audio_features,4IQqOlTZpfjnSTOArpZX5j,spotify:track:4IQqOlTZpfjnSTOArpZX5j,https://api.spotify.com/v1/tracks/4IQqOlTZpfjnSTOArpZX5j,https://api.spotify.com/v1/audio-analysis/4IQqOlTZpfjnSTOArpZX5j,216216,4
4092,Reshma,Lambi Judaai,40,0.494,0.538,11,-10.666,1,0.0553,0.481,3.25e-06,0.17,0.56,135.607,audio_features,6ZTtgpoGvCMWqzk8iSDobh,spotify:track:6ZTtgpoGvCMWqzk8iSDobh,https://api.spotify.com/v1/tracks/6ZTtgpoGvCMWqzk8iSDobh,https://api.spotify.com/v1/audio-analysis/6ZTtgpoGvCMWqzk8iSDobh,388840,4
4093,Faris Shafi,Nazar,40,0.728,0.573,1,-10.811,1,0.383,0.449,0.00041,0.0927,0.384,82.358,audio_features,0U1CGHIqvoWbgCX5x4tKs6,spotify:track:0U1CGHIqvoWbgCX5x4tKs6,https://api.spotify.com/v1/tracks/0U1CGHIqvoWbgCX5x4tKs6,https://api.spotify.com/v1/audio-analysis/0U1CGHIqvoWbgCX5x4tKs6,300356,4
4094,Abdullah Siddiqui,GO,57,0.631,0.587,7,-7.813,1,0.0421,0.319,0,0.0692,0.373,81.989,audio_features,6NEEbZXla00cRzXErdNZ6k,spotify:track:6NEEbZXla00cRzXErdNZ6k,https://api.spotify.com/v1/tracks/6NEEbZXla00cRzXErdNZ6k,https://api.spotify.com/v1/audio-analysis/6NEEbZXla00cRzXErdNZ6k,348231,4
4095,Ali Zafar,Voh Dekhnay Mein,56,0.815,0.421,0,-8.125,1,0.0352,0.491,4.41e-06,0.117,0.543,140.01,audio_features,0EMYTe2oQy70PCKPQFlbVy,spotify:track:0EMYTe2oQy70PCKPQFlbVy,https://api.spotify.com/v1/tracks/0EMYTe2oQy70PCKPQFlbVy,https://api.spotify.com/v1/audio-analysis/0EMYTe2oQy70PCKPQFlbVy,272453,4
4096,Karakoram,Ye Dunya,54,0.535,0.665,9,-7.67,0,0.0629,0.101,0,0.367,0.322,75.033,audio_features,3CLlelB1UWvrGYCyvdAA4B,spotify:track:3CLlelB1UWvrGYCyvdAA4B,https://api.spotify.com/v1/tracks/3CLlelB1UWvrGYCyvdAA4B,https://api.spotify.com/v1/audio-analysis/3CLlelB1UWvrGYCyvdAA4B,312338,4
4097,DAM,Emta Njawzak Yamma,34,0.819,0.731,1,-6.502,1,0.0479,0.026,0.0731,0.118,0.0484,122.012,audio_features,3tKP4uEWIbOhsFzPBkSumU,spotify:track:3tKP4uEWIbOhsFzPBkSumU,https://api.spotify.com/v1/tracks/3tKP4uEWIbOhsFzPBkSumU,https://api.spotify.com/v1/audio-analysis/3tKP4uEWIbOhsFzPBkSumU,268986,4
4098,Shabjdeed,Amrikkka,44,0.75,0.787,7,-7.367,1,0.153,0.77,2.44e-05,0.141,0.554,140.054,audio_features,55LLrj5aARUqCLoDEwAp7v,spotify:track:55LLrj5aARUqCLoDEwAp7v,https://api.spotify.com/v1/tracks/55LLrj5aARUqCLoDEwAp7v,https://api.spotify.com/v1/audio-analysis/55LLrj5aARUqCLoDEwAp7v,205981,4
4099,Rim Banna,The Sun of Love - Remix,31,0.829,0.416,10,-8.024,1,0.0431,0.504,0.0411,0.114,0.732,120.01,audio_features,0ssucGvDVIMzkZsdeEkLks,spotify:track:0ssucGvDVIMzkZsdeEkLks,https://api.spotify.com/v1/tracks/0ssucGvDVIMzkZsdeEkLks,https://api.spotify.com/v1/audio-analysis/0ssucGvDVIMzkZsdeEkLks,206227,4
4100,Mohammad Assaf,Dammi Falastini,51,0.716,0.913,11,-8.305,0,0.0511,0.191,1.86e-05,0.406,0.937,105.991,audio_features,5Pn31ZVgrp95UDTEYcKR6K,spotify:track:5Pn31ZVgrp95UDTEYcKR6K,https://api.spotify.com/v1/tracks/5Pn31ZVgrp95UDTEYcKR6K,https://api.spotify.com/v1/audio-analysis/5Pn31ZVgrp95UDTEYcKR6K,240196,4
4101,Fatso Jetson,Pleasure Bent,34,0.426,0.869,5,-7.602,0,0.0359,0.0523,0.105,0.143,0.696,95.429,audio_features,4FB7iBhvmiMlujomohiGJ1,spotify:track:4FB7iBhvmiMlujomohiGJ1,https://api.spotify.com/v1/tracks/4FB7iBhvmiMlujomohiGJ1,https://api.spotify.com/v1/audio-analysis/4FB7iBhvmiMlujomohiGJ1,234680,4
4102,Llevarte a Marte,Chance,36,0.577,0.691,11,-4.336,0,0.035,0.0357,0.000132,0.384,0.659,135.08,audio_features,6pT3oTfopD8wjEVCcyqWB1,spotify:track:6pT3oTfopD8wjEVCcyqWB1,https://api.spotify.com/v1/tracks/6pT3oTfopD8wjEVCcyqWB1,https://api.spotify.com/v1/audio-analysis/6pT3oTfopD8wjEVCcyqWB1,318944,4
4103,Danger Man,Para mis soldados,32,0.682,0.675,9,-9.078,0,0.24,0.179,0,0.0873,0.623,76.068,audio_features,5sdlNKhBEV70ZPeOO5nAC5,spotify:track:5sdlNKhBEV70ZPeOO5nAC5,https://api.spotify.com/v1/tracks/5sdlNKhBEV70ZPeOO5nAC5,https://api.spotify.com/v1/audio-analysis/5sdlNKhBEV70ZPeOO5nAC5,221401,4
4104,Cienfue,Life in the Tropics,45,0.74,0.826,6,-6.415,0,0.0633,0.687,0.744,0.119,0.874,102.94,audio_features,3gVYcA2UMO1aqijdAtjopM,spotify:track:3gVYcA2UMO1aqijdAtjopM,https://api.spotify.com/v1/tracks/3gVYcA2UMO1aqijdAtjopM,https://api.spotify.com/v1/audio-analysis/3gVYcA2UMO1aqijdAtjopM,264847,4
4105,Orchestra Panpipes Gold,Take My Breath Away,27,0.487,0.535,1,-8.937,1,0.0249,0.301,0.02,0.307,0.424,95.441,audio_features,1GhlhNeMNAFdUfAFj7NHXQ,spotify:track:1GhlhNeMNAFdUfAFj7NHXQ,https://api.spotify.com/v1/tracks/1GhlhNeMNAFdUfAFj7NHXQ,https://api.spotify.com/v1/audio-analysis/1GhlhNeMNAFdUfAFj7NHXQ,251893,4
4106,Kemuli String Band,"My Father, My Heart",1,0.629,0.185,1,-15.368,1,0.0307,0.704,0,0.126,0.185,118.108,audio_features,6qSkv3yck1dB2J4rTsusXs,spotify:track:6qSkv3yck1dB2J4rTsusXs,https://api.spotify.com/v1/tracks/6qSkv3yck1dB2J4rTsusXs,https://api.spotify.com/v1/audio-analysis/6qSkv3yck1dB2J4rTsusXs,200907,4
4107,Tony Rodeo,Pasasalamat,32,0.708,0.411,4,-9.824,1,0.0273,0.843,0.00943,0.0954,0.318,137.974,audio_features,1j0YbYYqyeeC69BMsgHFl5,spotify:track:1j0YbYYqyeeC69BMsgHFl5,https://api.spotify.com/v1/tracks/1j0YbYYqyeeC69BMsgHFl5,https://api.spotify.com/v1/audio-analysis/1j0YbYYqyeeC69BMsgHFl5,275856,4
4108,Low Strung,Fix You,9,0.18,0.362,3,-10.379,1,0.0361,0.799,0.885,0.112,0.129,140.269,audio_features,2OzXLfDB2vehyINBTVqdu7,spotify:track:2OzXLfDB2vehyINBTVqdu7,https://api.spotify.com/v1/tracks/2OzXLfDB2vehyINBTVqdu7,https://api.spotify.com/v1/audio-analysis/2OzXLfDB2vehyINBTVqdu7,313520,4
4109,Purahei Soul,Desapego,46,0.635,0.518,4,-7.566,1,0.0608,0.706,0,0.44,0.315,139.907,audio_features,7ByPSNnUNiphi4BD9ZkrHO,spotify:track:7ByPSNnUNiphi4BD9ZkrHO,https://api.spotify.com/v1/tracks/7ByPSNnUNiphi4BD9ZkrHO,https://api.spotify.com/v1/audio-analysis/7ByPSNnUNiphi4BD9ZkrHO,218782,3
4110,Revolber FX,Chika Tutuka,26,0.721,0.93,9,-4.849,1,0.0654,0.248,0,0.0448,0.86,89.961,audio_features,1RPsoLF9sLKMgmzP0yOJY9,spotify:track:1RPsoLF9sLKMgmzP0yOJY9,https://api.spotify.com/v1/tracks/1RPsoLF9sLKMgmzP0yOJY9,https://api.spotify.com/v1/audio-analysis/1RPsoLF9sLKMgmzP0yOJY9,177006,4
4111,Bob Rivers,What If God Smoked Cannabis?,31,0.518,0.486,9,-8.234,1,0.0311,0.247,0,0.535,0.279,174.289,audio_features,6T0a4zJWa0ySBWcccRj1uY,spotify:track:6T0a4zJWa0ySBWcccRj1uY,https://api.spotify.com/v1/tracks/6T0a4zJWa0ySBWcccRj1uY,https://api.spotify.com/v1/audio-analysis/6T0a4zJWa0ySBWcccRj1uY,160747,4
4112,Jovelina Perola Negra,Sorriso Aberto,40,0.547,0.927,5,-3.02,1,0.07,0.273,8.15e-06,0.371,0.862,110.095,audio_features,01XyRFxUKPLVOWglamSV2K,spotify:track:01XyRFxUKPLVOWglamSV2K,https://api.spotify.com/v1/tracks/01XyRFxUKPLVOWglamSV2K,https://api.spotify.com/v1/audio-analysis/01XyRFxUKPLVOWglamSV2K,276427,4
4113,Sabbotage,Wir versaufen unser Geld,49,0.533,0.963,2,-2.763,1,0.122,0.148,0,0.679,0.758,149.94,audio_features,5l1ReQ4S8mfTQp1nCUO5vT,spotify:track:5l1ReQ4S8mfTQp1nCUO5vT,https://api.spotify.com/v1/tracks/5l1ReQ4S8mfTQp1nCUO5vT,https://api.spotify.com/v1/audio-analysis/5l1ReQ4S8mfTQp1nCUO5vT,213166,4
4114,Rahim Shah,Maama Dey,22,0.723,0.67,0,-6.083,1,0.127,0.02,8.78e-06,0.349,0.655,114.931,audio_features,38qyQhdftlJTNF2g4hEmhp,spotify:track:38qyQhdftlJTNF2g4hEmhp,https://api.spotify.com/v1/tracks/38qyQhdftlJTNF2g4hEmhp,https://api.spotify.com/v1/audio-analysis/38qyQhdftlJTNF2g4hEmhp,271173,4
4115,Soria 9 Sevilla,Paquito Chocolatero,19,0.588,0.422,10,-6.756,1,0.0301,0.711,0.161,0.0509,0.453,97.828,audio_features,1KwxVTiT7rsy0ZLkX13MvE,spotify:track:1KwxVTiT7rsy0ZLkX13MvE,https://api.spotify.com/v1/tracks/1KwxVTiT7rsy0ZLkX13MvE,https://api.spotify.com/v1/audio-analysis/1KwxVTiT7rsy0ZLkX13MvE,187133,4
4116,Chuck Johnson,Riga Black,32,0.07,0.0977,6,-16.551,0,0.0435,0.806,0.815,0.104,0.04,74.285,audio_features,4miineBX8oWAros8wgRz3Y,spotify:track:4miineBX8oWAros8wgRz3Y,https://api.spotify.com/v1/tracks/4miineBX8oWAros8wgRz3Y,https://api.spotify.com/v1/audio-analysis/4miineBX8oWAros8wgRz3Y,398080,4
4117,The East Pointers,Wintergreen,34,0.563,0.736,11,-7.647,1,0.0534,0.314,4.89e-06,0.0749,0.391,184.326,audio_features,3ddeeURK5ukvcpmgbA6qRe,spotify:track:3ddeeURK5ukvcpmgbA6qRe,https://api.spotify.com/v1/tracks/3ddeeURK5ukvcpmgbA6qRe,https://api.spotify.com/v1/audio-analysis/3ddeeURK5ukvcpmgbA6qRe,211827,3
4118,Enemy Mind,Watch Yourself,19,0.324,0.905,7,-3.439,1,0.175,0.000857,0.000112,0.463,0.473,91.573,audio_features,6SDhcpCAJ736QcXGN66l1K,spotify:track:6SDhcpCAJ736QcXGN66l1K,https://api.spotify.com/v1/tracks/6SDhcpCAJ736QcXGN66l1K,https://api.spotify.com/v1/audio-analysis/6SDhcpCAJ736QcXGN66l1K,293282,4
4119,Echo & the Bunnymen,The Killing Moon,58,0.568,0.829,7,-7.066,1,0.0303,0.218,0.00418,0.0976,0.79,124.201,audio_features,35E2eKIEXXnP5q9L51iOAk,spotify:track:35E2eKIEXXnP5q9L51iOAk,https://api.spotify.com/v1/tracks/35E2eKIEXXnP5q9L51iOAk,https://api.spotify.com/v1/audio-analysis/35E2eKIEXXnP5q9L51iOAk,348293,4
4120,Mad Fuentes,Rómpelo,48,0.891,0.813,7,-6.315,1,0.114,0.0325,3.49e-06,0.294,0.84,94.985,audio_features,2DTKvhMEE6pTJAKu3uv6Ks,spotify:track:2DTKvhMEE6pTJAKu3uv6Ks,https://api.spotify.com/v1/tracks/2DTKvhMEE6pTJAKu3uv6Ks,https://api.spotify.com/v1/audio-analysis/2DTKvhMEE6pTJAKu3uv6Ks,164224,4
4121,Dang Show,Khata Kardam - I've Made a Mistake,32,0.346,0.485,5,-6.383,0,0.0646,0.826,0.00646,0.111,0.281,158.118,audio_features,2kcjlRof82O2GRGaBnfcuS,spotify:track:2kcjlRof82O2GRGaBnfcuS,https://api.spotify.com/v1/tracks/2kcjlRof82O2GRGaBnfcuS,https://api.spotify.com/v1/audio-analysis/2kcjlRof82O2GRGaBnfcuS,244800,3
4122,Atour,Nabz,46,0.746,0.618,2,-7.736,1,0.328,0.123,0,0.112,0.567,143.145,audio_features,4g2ptqGnnzVU9E743Q3r1H,spotify:track:4g2ptqGnnzVU9E743Q3r1H,https://api.spotify.com/v1/tracks/4g2ptqGnnzVU9E743Q3r1H,https://api.spotify.com/v1/audio-analysis/4g2ptqGnnzVU9E743Q3r1H,166154,4
4123,Tik Taak,Na Dige Na,31,0.525,0.644,9,-6.417,0,0.125,0.273,0,0.211,0.389,120.001,audio_features,6RuDx1yOTgQ0dUzuWnJ8ZM,spotify:track:6RuDx1yOTgQ0dUzuWnJ8ZM,https://api.spotify.com/v1/tracks/6RuDx1yOTgQ0dUzuWnJ8ZM,https://api.spotify.com/v1/audio-analysis/6RuDx1yOTgQ0dUzuWnJ8ZM,330058,4
4124,Hamed Nikpay,Moments (Lahzeha),35,0.381,0.338,9,-12.086,0,0.0341,0.91,0.708,0.0806,0.242,104.561,audio_features,2ugTo5HTikOTzYtmSUi2RY,spotify:track:2ugTo5HTikOTzYtmSUi2RY,https://api.spotify.com/v1/tracks/2ugTo5HTikOTzYtmSUi2RY,https://api.spotify.com/v1/audio-analysis/2ugTo5HTikOTzYtmSUi2RY,320093,4
4125,Babak Jahanbakhsh,Az Khoshi Mimiram,33,0.713,0.848,0,-4.583,0,0.075,0.106,0,0.686,0.884,111.002,audio_features,3SA9w4PDcAqncqcfTUDzwU,spotify:track:3SA9w4PDcAqncqcfTUDzwU,https://api.spotify.com/v1/tracks/3SA9w4PDcAqncqcfTUDzwU,https://api.spotify.com/v1/audio-analysis/3SA9w4PDcAqncqcfTUDzwU,190316,4
4126,King Raam,The Last Waltz (feat. Eendo),39,0.41,0.462,0,-9.776,0,0.0323,0.6,0.0203,0.109,0.0876,159.929,audio_features,5AC6Pq4poCFWcImNxoLbjO,spotify:track:5AC6Pq4poCFWcImNxoLbjO,https://api.spotify.com/v1/tracks/5AC6Pq4poCFWcImNxoLbjO,https://api.spotify.com/v1/audio-analysis/5AC6Pq4poCFWcImNxoLbjO,264704,3
4127,Mohammad Motamedi,Arame Man,26,0.489,0.275,10,-8.389,0,0.0348,0.959,3.93e-06,0.12,0.178,124.659,audio_features,6jTox5Jwo0w2BY7wOzSJiS,spotify:track:6jTox5Jwo0w2BY7wOzSJiS,https://api.spotify.com/v1/tracks/6jTox5Jwo0w2BY7wOzSJiS,https://api.spotify.com/v1/audio-analysis/6jTox5Jwo0w2BY7wOzSJiS,241992,3
4128,Birds Of Tokyo,Plans,56,0.611,0.595,10,-9.388,1,0.0266,0.0447,8.48e-06,0.344,0.275,102.998,audio_features,1TZGMJxT3gPDkwZyfcc9ED,spotify:track:1TZGMJxT3gPDkwZyfcc9ED,https://api.spotify.com/v1/tracks/1TZGMJxT3gPDkwZyfcc9ED,https://api.spotify.com/v1/audio-analysis/1TZGMJxT3gPDkwZyfcc9ED,218000,3
4129,Anal Vomit,Sendero Siniestro,14,0.193,0.995,3,-4.893,1,0.18,4.29e-06,0.0737,0.0486,0.0743,109.837,audio_features,5mfyiAYTK4MxWq2elg1Kpv,spotify:track:5mfyiAYTK4MxWq2elg1Kpv,https://api.spotify.com/v1/tracks/5mfyiAYTK4MxWq2elg1Kpv,https://api.spotify.com/v1/audio-analysis/5mfyiAYTK4MxWq2elg1Kpv,155600,4
4130,Ale Hop,La procesión,13,0.282,0.33,3,-15.031,1,0.035,0.168,0.356,0.134,0.0351,110.633,audio_features,1n0op7KqijQJosc9lhuR0U,spotify:track:1n0op7KqijQJosc9lhuR0U,https://api.spotify.com/v1/tracks/1n0op7KqijQJosc9lhuR0U,https://api.spotify.com/v1/audio-analysis/1n0op7KqijQJosc9lhuR0U,329282,1
4131,Warrior Rapper School,Clásico,34,0.703,0.883,6,-3.888,1,0.34,0.251,0,0.282,0.917,90.752,audio_features,1ruzV61aKwuUFazAlUbAHO,spotify:track:1ruzV61aKwuUFazAlUbAHO,https://api.spotify.com/v1/tracks/1ruzV61aKwuUFazAlUbAHO,https://api.spotify.com/v1/audio-analysis/1ruzV61aKwuUFazAlUbAHO,218070,4
4132,TOURISTA,Explotar Contigo,43,0.514,0.924,9,-6.377,1,0.0412,0.000258,0.471,0.184,0.556,113.114,audio_features,4ZCRkqTO36YSyMEjQukC9s,spotify:track:4ZCRkqTO36YSyMEjQukC9s,https://api.spotify.com/v1/tracks/4ZCRkqTO36YSyMEjQukC9s,https://api.spotify.com/v1/audio-analysis/4ZCRkqTO36YSyMEjQukC9s,204586,4
4133,Tremolo,Enamorado De Un Angel,39,0.544,0.465,9,-11.529,1,0.0275,0.00128,1.99e-06,0.168,0.669,100.125,audio_features,5PgnsSH39VufdB418dDQWV,spotify:track:5PgnsSH39VufdB418dDQWV,https://api.spotify.com/v1/tracks/5PgnsSH39VufdB418dDQWV,https://api.spotify.com/v1/audio-analysis/5PgnsSH39VufdB418dDQWV,272952,4
4134,INYECTORES,Bombardero,30,0.333,0.832,2,-9.428,1,0.0847,0.00301,0,0.778,0.454,84.997,audio_features,1O1gVASaeJW2EHrPKg7VI3,spotify:track:1O1gVASaeJW2EHrPKg7VI3,https://api.spotify.com/v1/tracks/1O1gVASaeJW2EHrPKg7VI3,https://api.spotify.com/v1/audio-analysis/1O1gVASaeJW2EHrPKg7VI3,205813,4
4135,Dolores Delirio,A Cualquier Lugar,33,0.557,0.875,5,-5.884,1,0.0369,0.000249,0.000773,0.15,0.919,136.014,audio_features,4rN7j9iJ7olRMLbz3BD4uq,spotify:track:4rN7j9iJ7olRMLbz3BD4uq,https://api.spotify.com/v1/tracks/4rN7j9iJ7olRMLbz3BD4uq,https://api.spotify.com/v1/audio-analysis/4rN7j9iJ7olRMLbz3BD4uq,273493,4
4136,The Feline Composer's Series,The Mighty Lion,33,0.143,0.155,9,-17.167,0,0.0326,0.785,0.0371,0.136,0.0377,89.921,audio_features,2xAyw5jfwTEFqXeC1j3ZxH,spotify:track:2xAyw5jfwTEFqXeC1j3ZxH,https://api.spotify.com/v1/tracks/2xAyw5jfwTEFqXeC1j3ZxH,https://api.spotify.com/v1/audio-analysis/2xAyw5jfwTEFqXeC1j3ZxH,121640,4
4137,Leaf Ward,They Forgot 3,36,0.582,0.557,7,-11.519,1,0.311,0.00868,0,0.166,0.349,154.702,audio_features,7tQP0DF0C817J7XviXIdlW,spotify:track:7tQP0DF0C817J7XviXIdlW,https://api.spotify.com/v1/tracks/7tQP0DF0C817J7XviXIdlW,https://api.spotify.com/v1/audio-analysis/7tQP0DF0C817J7XviXIdlW,213360,4
4138,Hop Along,Tibetan Pop Stars,45,0.561,0.704,4,-7.036,1,0.0396,0.0714,0,0.0782,0.572,122.813,audio_features,2tQwRXBocyCGlDUpa4fRSa,spotify:track:2tQwRXBocyCGlDUpa4fRSa,https://api.spotify.com/v1/tracks/2tQwRXBocyCGlDUpa4fRSa,https://api.spotify.com/v1/audio-analysis/2tQwRXBocyCGlDUpa4fRSa,261122,4
4139,KUR,Road To The Riches,32,0.705,0.693,10,-6.482,1,0.147,0.223,0,0.175,0.262,148.1,audio_features,1j1ScfyfVnPOhW4YBm4CYH,spotify:track:1j1ScfyfVnPOhW4YBm4CYH,https://api.spotify.com/v1/tracks/1j1ScfyfVnPOhW4YBm4CYH,https://api.spotify.com/v1/audio-analysis/1j1ScfyfVnPOhW4YBm4CYH,155504,4
4140,Archie Bell & The Drells,"Tighten Up, Pt. 1",48,0.708,0.441,11,-12.931,1,0.196,0.242,0.000147,0.0899,0.724,125.191,audio_features,6IIcvtmuGpWIasqOpyGlyY,spotify:track:6IIcvtmuGpWIasqOpyGlyY,https://api.spotify.com/v1/tracks/6IIcvtmuGpWIasqOpyGlyY,https://api.spotify.com/v1/audio-analysis/6IIcvtmuGpWIasqOpyGlyY,196000,4
4141,หงา คาราวาน,คืนรัง,36,0.626,0.198,2,-17.334,0,0.0314,0.894,0.402,0.0917,0.113,99.959,audio_features,7daBZ0EzdMbrKMuL4TgNo8,spotify:track:7daBZ0EzdMbrKMuL4TgNo8,https://api.spotify.com/v1/tracks/7daBZ0EzdMbrKMuL4TgNo8,https://api.spotify.com/v1/audio-analysis/7daBZ0EzdMbrKMuL4TgNo8,246893,4
4142,Black Carl,Hussy,29,0.478,0.898,9,-3.796,1,0.0664,0.0178,1.71e-06,0.178,0.52,95.379,audio_features,7zFKXz3K7qRdGEt9oB60M2,spotify:track:7zFKXz3K7qRdGEt9oB60M2,https://api.spotify.com/v1/tracks/7zFKXz3K7qRdGEt9oB60M2,https://api.spotify.com/v1/audio-analysis/7zFKXz3K7qRdGEt9oB60M2,220893,4
4143,Soudiere,I Be That Mf,47,0.454,0.544,10,-7.188,0,0.0401,0.00658,0.522,0.184,0.239,160.012,audio_features,39x9mxvzMUMJHI8gOJG67M,spotify:track:39x9mxvzMUMJHI8gOJG67M,https://api.spotify.com/v1/tracks/39x9mxvzMUMJHI8gOJG67M,https://api.spotify.com/v1/audio-analysis/39x9mxvzMUMJHI8gOJG67M,299305,4
4144,Zé Lezin,Situação Difícil,17,0.673,0.922,5,-4.333,1,0.474,0.711,0,0.896,0.787,108.486,audio_features,2sy4Ayyo7NJOoKQWR5GvDD,spotify:track:2sy4Ayyo7NJOoKQWR5GvDD,https://api.spotify.com/v1/tracks/2sy4Ayyo7NJOoKQWR5GvDD,https://api.spotify.com/v1/audio-analysis/2sy4Ayyo7NJOoKQWR5GvDD,263729,4
4145,Fredrik Göte,You Will Find Me,17,0.614,0.0963,4,-24.251,0,0.0644,0.99,0.963,0.11,0.198,170.179,audio_features,7fKX2XAqSNiFEBNwspDV48,spotify:track:7fKX2XAqSNiFEBNwspDV48,https://api.spotify.com/v1/tracks/7fKX2XAqSNiFEBNwspDV48,https://api.spotify.com/v1/audio-analysis/7fKX2XAqSNiFEBNwspDV48,179206,3
4146,Champion Jack Dupree,Junker's Blues,50,0.779,0.155,5,-21.57,1,0.112,0.856,7.82e-06,0.0974,0.696,103.251,audio_features,31GIhpOQpKCzlnuPn03pBQ,spotify:track:31GIhpOQpKCzlnuPn03pBQ,https://api.spotify.com/v1/tracks/31GIhpOQpKCzlnuPn03pBQ,https://api.spotify.com/v1/audio-analysis/31GIhpOQpKCzlnuPn03pBQ,192707,4
4147,Nazareno Aversa,Man In the Mirror,43,0.614,0.175,7,-18.861,1,0.0474,0.979,0.923,0.103,0.172,102.113,audio_features,017dbEUVSuGK7YzU8CLb8S,spotify:track:017dbEUVSuGK7YzU8CLb8S,https://api.spotify.com/v1/tracks/017dbEUVSuGK7YzU8CLb8S,https://api.spotify.com/v1/audio-analysis/017dbEUVSuGK7YzU8CLb8S,213427,4
4148,Alison Limerick,Where Love Lives (Come On In) - Classic Mix,38,0.702,0.548,11,-10.817,0,0.0367,0.000138,0.0307,0.3,0.759,121.997,audio_features,3I3C1f1JzPPK6zTDSHDXTw,spotify:track:3I3C1f1JzPPK6zTDSHDXTw,https://api.spotify.com/v1/tracks/3I3C1f1JzPPK6zTDSHDXTw,https://api.spotify.com/v1/audio-analysis/3I3C1f1JzPPK6zTDSHDXTw,410427,4
4149,André Mehmari,Let It Be,22,0.526,0.0611,5,-22.66,1,0.0632,0.991,0.915,0.115,0.119,75.718,audio_features,0fjwEITGrkIpYmgskyic3V,spotify:track:0fjwEITGrkIpYmgskyic3V,https://api.spotify.com/v1/tracks/0fjwEITGrkIpYmgskyic3V,https://api.spotify.com/v1/audio-analysis/0fjwEITGrkIpYmgskyic3V,141747,4
4150,Mae,Embers and Envelopes,41,0.554,0.82,7,-6.156,1,0.0486,0.114,1.87e-06,0.204,0.372,120.893,audio_features,1UEQUcL0XEpX3WLNFvv4uM,spotify:track:1UEQUcL0XEpX3WLNFvv4uM,https://api.spotify.com/v1/tracks/1UEQUcL0XEpX3WLNFvv4uM,https://api.spotify.com/v1/audio-analysis/1UEQUcL0XEpX3WLNFvv4uM,258107,3
4151,Chris Springer,I Love You Lord,41,0.294,0.00678,6,-30.955,1,0.0386,0.993,0.926,0.0789,0.177,66.371,audio_features,4awQIodDfE1pM4Xmljo5JP,spotify:track:4awQIodDfE1pM4Xmljo5JP,https://api.spotify.com/v1/tracks/4awQIodDfE1pM4Xmljo5JP,https://api.spotify.com/v1/audio-analysis/4awQIodDfE1pM4Xmljo5JP,158189,4
4152,Roderick J. MacLeod,"6/8 Marches: Pipe Major Donald Maclean Of Lewis, Portree Bay",5,0.201,0.2,3,-7.811,1,0.0373,0.705,0.897,0.179,0.0308,80.727,audio_features,3BjskwoFhwSScTliH0FMkc,spotify:track:3BjskwoFhwSScTliH0FMkc,https://api.spotify.com/v1/tracks/3BjskwoFhwSScTliH0FMkc,https://api.spotify.com/v1/audio-analysis/3BjskwoFhwSScTliH0FMkc,205987,4
4153,Blind Willie McTell,I Got the Cross the River Jordan,38,0.538,0.177,0,-14.158,1,0.0447,0.91,0.00825,0.0927,0.415,77.396,audio_features,4vqDFur1cyE8lS1oD3XiCB,spotify:track:4vqDFur1cyE8lS1oD3XiCB,https://api.spotify.com/v1/tracks/4vqDFur1cyE8lS1oD3XiCB,https://api.spotify.com/v1/audio-analysis/4vqDFur1cyE8lS1oD3XiCB,240360,4
4154,Pilates L'école,Pilates Concentration Music,32,0.274,0.22,0,-11.103,1,0.0398,0.85,0.63,0.154,0.177,120.951,audio_features,2g4BboHDcMdidy1pdyI2bc,spotify:track:2g4BboHDcMdidy1pdyI2bc,https://api.spotify.com/v1/tracks/2g4BboHDcMdidy1pdyI2bc,https://api.spotify.com/v1/audio-analysis/2g4BboHDcMdidy1pdyI2bc,137196,4
